"ID","Site","y","x.2","Obs","Geno","genoSuspect","GLS","Stg","STG2","H","W","FLN","FRN","INH","LFN","DLN","AvgPCD","type","TCO","date","notes"
"p1084","TM_T1.Q1","40","50-0.5","MS",NA,"hyb",NA,"","R",7,5,0,0,0,6,0,0,"",NA,"7/10/24","nail to SE; 1/2 way out; wonky"
"p1085","TM_T1.Q1","48","50-1.5","MS",NA,"hyb",NA,"","R",10,6,0,0,0,10,0,0,"",NA,"7/10/24",""
"p1086","TM_T1.Q1","11.5","29.7","KM",NA,"hyb",NA,"","R",6,10,0,0,0,3,0,0,"",NA,"7/10/24","nail to E"
"p1087","TM_T1.Q1","50-8.5","50-15.5","KM",NA,"hyb",NA,"","R",5,18,0,0,0,7,0,0,"",NA,"7/10/24",""
"p1088","TM_T1.Q1","43.5","50-10","MS",NA,"hyb",NA,"","R",7,11,0,0,0,10,0,0,"",NA,"7/10/24","syrphid dly larvae (eating aphids?)"
"p1089","TM_T1.Q1","45","50-9.5","MS",NA,"hyb",NA,"","R",5,8,0,0,0,9,0,0,"",NA,"7/10/24",""
"p1090","TM_T1.Q2","6","75","MS",NA,"hyb",NA,"","R",8,7,0,0,0,6,0,0,"",NA,"7/10/24","nail to N"
"p1091","TM_T1.Q2","2.5","61","MS",NA,"hyb",NA,"","R",8,15,0,0,0,4,0,0,"",NA,"7/10/24",""
"p1092","TM_T1.Q2","11.5","66.5","MS",NA,"hyb",NA,"","R",9,12,0,0,0,7,0,0,"",NA,"7/10/24",""
"p1093","TM_T1.Q2","32.5","4","KM",NA,"hyb",NA,"","R",29,14,0,0,0,9,0,0,"",NA,"7/10/24","BWR"
"p1094","TM_T1.Q2","25","19.3","KM",NA,"hyb",NA,"","R",9,7,0,0,0,5,0,0,"",NA,"7/10/24","nail to E"
"p1095","TM_T1.Q2","11.5","20.5","KM",NA,"hyb",NA,"","R",10,12,0,0,0,10,3,5,"window",NA,"7/10/24","nail 4cm to S"
"p1096","TM_T1.Q2","4","12.5","KM",NA,"hyb",NA,"","R",11,22,0,0,0,9,1,5,"window",NA,"7/10/24",""
"p1097","TM_T1.Q2","23.5","69.5","MS",NA,"hyb",NA,"","R",8,14,0,0,0,10,0,0,"",NA,"7/10/24","nail to W"
"p1098","TM_T1.Q2","6","26.5","KM",NA,"hyb",NA,"","R",5,8,0,0,0,4,0,0,"",NA,"7/10/24","nail to W"
"p1099","TM_T1.Q2","24.5","100-36","MS",NA,"hyb",NA,"","R",3,9,0,0,0,4,0,0,"",NA,"7/10/24",""
"p1100","TM_T1.Q2","28","41.4","KM",NA,"hyb",NA,"","R",9,10,0,0,0,5,0,0,"",NA,"7/10/24",""
"p1101","TM_T1.Q2","37","41.5","KM",NA,"hyb",NA,"","R",4,6,0,0,0,5,0,0,"",NA,"7/10/24",""
"p1102","TM_T1.Q2","13","100-44","MS",NA,"hyb",NA,"","R",13,16,0,0,0,12,0,0,"",NA,"7/10/24",""
"p1103","TM_T1.Q2","45.5","46.5","KM",NA,"hyb",NA,"","R",6,6,0,0,0,4,0,0,"",NA,"7/10/24","nail 4cm to S"
"p1104","TM_T1.Q2","58","50","KM",NA,"hyb",NA,"","R",10,15,0,0,0,8,2,5,"window",NA,"7/10/24","nail 5cm to S"
"p1105","TM_T1.Q2","26.5","100-48","MS",NA,"hyb",NA,"","R",7,7,0,0,0,7,0,0,"",NA,"7/10/24","p1105-p1106 share nail; sticking up to E"
"p1106","TM_T1.Q2","26","100-50","MS",NA,"hyb",NA,"","R",3,5,0,0,0,4,0,0,"",NA,"7/10/24","p1105-p1106 share nail; sticking up to E"
"p1107","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1108","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1109","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1110","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1111","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1112","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1113","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1114","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1115","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1116","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1117","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1118","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1119","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1120","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1121","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1122","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1123","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1124","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1125","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1126","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1127","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1128","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1129","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1130","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1131","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1132","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1133","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1134","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1135","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1136","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1137","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1138","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1139","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1140","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1141","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1142","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1143","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1144","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1145","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1146","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1147","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1148","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1149","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1150","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1151","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1152","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1153","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1154","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1155","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1156","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1157","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1158","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1159","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1160","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1161","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1162","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1163","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1164","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1165","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1166","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1167","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1168","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1169","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1170","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1171","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1172","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1173","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1174","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1175","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1176","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1177","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1178","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1179","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1180","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1181","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1182","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1183","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1184","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1185","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1186","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1187","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1188","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1189","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1190","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1191","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1192","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1193","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1194","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1195","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1196","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1197","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1198","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1199","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1200","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1201","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1202","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1203","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1204","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1205","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1206","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1207","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1208","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1209","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1210","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1211","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1212","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1213","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1214","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1215","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1216","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1217","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1218","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1219","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1220","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1221","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1222","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1223","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1224","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1225","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1226","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1227","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1228","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1229","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1230","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1231","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1232","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1233","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1234","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1235","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1236","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1237","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1238","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1239","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1240","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1241","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1242","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1243","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1244","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1245","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1246","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1247","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1248","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1249","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1250","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1251","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1252","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1253","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1254","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1255","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1256","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1257","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1258","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1259","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1260","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1261","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1262","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1263","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1264","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1265","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1266","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1267","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1268","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1269","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1270","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1271","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1272","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1273","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1274","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1275","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1276","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1277","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1278","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1279","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1280","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1281","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1282","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1283","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1284","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1285","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1286","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1287","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1288","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1289","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1290","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1291","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1292","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1293","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1294","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1295","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1296","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1297","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1298","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1299","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1300","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1301","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1302","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1303","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1304","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1305","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1306","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1307","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1308","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1309","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1310","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1311","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1312","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1313","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1314","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1315","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1316","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1317","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1318","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1319","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1320","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1321","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1322","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1323","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1324","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1325","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1326","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1327","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1328","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1329","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1330","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1331","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1332","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1333","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1334","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
"p1335","","","","",NA,"",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",""
