"ID","Site","TRQ","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","x","L.R","date"
"p505","TWM","2",1,0,0,"KM","FS",19,19,"148",1,4,NA,NA,"30",0,0,"","763","146.5","R","6/23/24"
"p506","TWM","2",1,0,0,"KM","FS",10,18,"30",NA,NA,NA,NA,"24",1,10,"chewing","757","194.5","R","6/23/24"
"p507","TWM","2",1,0,0,"KM","FS",10,16,"96",NA,NA,NA,NA,"19",1,5,"chewing","739","56.6","R","6/23/24"
"p508","TWM","2",NA,NA,NA,"CR","SO",0,15,"119",NA,NA,NA,NA,"18",3,10,"chewing","605","12","L","6/23/24"
"p509","TWM","2",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"22",2,5,"chewing","590","140","L","6/23/24"
"p510","TWM","2",NA,NA,NA,"CR","SO",0,11,"78",NA,NA,NA,NA,"22",0,0,"","588","144","L","6/23/24"
"p511","TWM","2",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"11",0,0,"","592.5","47.5","L","6/23/24"
"p512","TWM","2",NA,NA,NA,"CR","SO",0,21,"157",NA,NA,NA,NA,"29",5,20,"chewing","575","25","L","6/23/24"
"p513","TWM","2",NA,NA,NA,"CR","SO",0,21,"193",NA,NA,NA,NA,"33",0,0,"","587","90","L","6/23/24"
"p514","TWM","2",1,NA,NA,"KM","FS",6,12,"92",NA,NA,NA,NA,"MISSING",NA,NA,"","657","4","R","6/23/24"
"p515","TWM","2",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"26",0,0,"","571","122","L","6/23/24"
"p516","TWM","2",NA,NA,NA,"KM","FS",1,1,"19",NA,NA,NA,NA,"10",0,0,"","498","16.3","R","6/23/24"
"p517","TWM","2",NA,NA,NA,"CR","SO",0,18,"140",NA,NA,NA,NA,"25",1,5,"chewing","556","145","L","6/23/24"
"p518","TWM","2",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"","531","129.8","L","6/23/24"
"p519","TWM","2",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"13",0,0,"","533.6","155.7","L","6/23/24"
"p520","TWM","2",1,NA,NA,"KM","FS",7,5,"71",NA,NA,NA,NA,"18",0,0,"","455.2","43.6","R","6/23/24"
"p521","TWM","2",1,NA,NA,"KM","FS",6,24,"234",NA,NA,NA,NA,"17",1,20,"window","417","2.3","R","6/23/24"
"p522","TWM","2",NA,NA,NA,"CR","SO",0,4,"43",NA,NA,NA,NA,"19",0,0,"","533","173","R","6/23/24"
"p523","TWM","2",1,NA,NA,"CR","SO",0,2,"14",NA,NA,NA,NA,"12",0,0,"","514","172.5","L","6/23/24"
"p524","TWM","2",1,NA,NA,"CR","SO",0,4,"70",NA,NA,NA,NA,"18",2,10,"chewing; eggs under leaf","520","148.5","L","6/23/24"
"p525","TWM","2",NA,NA,NA,"KM","FS",10,6,"40",NA,NA,NA,NA,"15",0,0,"","394","175","R","6/23/24"
"p526","TWM","2",NA,NA,NA,"KM","FS",3,6,"86",NA,NA,NA,NA,"18",0,0,"","271","18","L","6/23/24"
"p527","TWM","2",1,0,1,"CR","FS",2,8,"101",NA,NA,NA,NA,"28",0,0,"","88","242","L","6/23/24"
"p528","TWM","2",1,0,0,"KM","SO",4,13,"169",NA,NA,NA,NA,"29",2,5,"chewing","60","188","L","6/23/24"
"p529","UTWM","str1",1,175,1,"MS","FS",2,10,"124",5,10,0,NA,"32",0,0,"",NA,NA,"","6/24/24"
"p530","UTWM","str1",1,176,1,"CR","FS",5,3,"49",5,11,0,NA,"14",0,0,"",NA,NA,"","6/24/24"
"p531","UTWM","str1",1,177,1,"MS","FS",7,8,"127",5,10,0,NA,"32",0,0,"",NA,NA,"","6/24/24"
"p532","UTWM","str1",1,181,1,"MS","FS",9,13,"207",5,10,0,NA,"52",0,0,"",NA,NA,"","6/24/24"
"p533","UTWM","str1",1,180,1,"CR","FS",4,16,"146",5,11,0,NA,"35",1,5,"chewing",NA,NA,"","6/24/24"
"p534","UTWM","str1",1,182,1,"CR","FS",3,6,"86",5,10,0,NA,"25",0,0,"",NA,NA,"","6/24/24"
"p535","UTWM","str1",1,184,1,"MS","FS",5,7,"80",5,10,0,NA,"21",0,0,"",NA,NA,"","6/24/24"
"p536","UTWM","str1",1,183,1,"CR","FS",5,16,"99",4,9,0,NA,"51",1,25,"chewing",NA,NA,"","6/24/24"
"p537","UTWM","str1",1,187,1,"MS","FS",5,4,"58",6,10,0,NA,"21",0,0,"",NA,NA,"","6/24/24"
"p538","UTWM","str1",1,186,1,"CR","FS",4,6,"65",3,7,0,NA,"37",2,30,"chewing",NA,NA,"","6/24/24"
"p539","UTWM","str1",1,185,1,"MS","FS",7,9,"116",4,7,0,NA,"26",4,5,"chewing; window",NA,NA,"","6/24/24"
"p540","UTWM","str1",1,188,1,"CR","FS",2,12,"113",5,10,0,NA,"36",1,10,"chewing",NA,NA,"","6/24/24"
"p541","UTWM","str2",1,189,1,"CR","FS",4,4,"38",4,8.5,0,NA,"52",0,0,"",NA,NA,"","6/24/24"
"p542","UTWM","str2",1,194,1,"MS","FS",5,7,"51",6,10,0,NA,"39",8,10,"chewing; window",NA,NA,"","6/24/24"
"p543","UTWM","str2",1,190,1,"CR","FS",5,2,"39",4,8,1,NA,"51",2,5,"window",NA,NA,"","6/24/24"
"p544","UTWM","str2",1,191,1,"CR","FS",5,5,"55",6,11,0,NA,"59",9,5,"chewing; window",NA,NA,"","6/24/24"
"p545","UTWM","str2",1,192,1,"CR","FS",6,4,"44",5,10,1,NA,"52",5,5,"chewing; window",NA,NA,"","6/24/24"
"p546","UTWM","str2",1,193,1,"CR","FS",3,4,"19",3,7,1,NA,"32",2,5,"chewing; window",NA,NA,"","6/24/24"
"p547","UTWM","str2",1,197,1,"MS","FS",4,5,"35",NA,NA,0,NA,"65",2,5,"chewing",NA,NA,"","6/24/24"
"p548","UTWM","str2",1,196,1,"MS","FS",7,11,"112",6,10,0,NA,"45",1,5,"chewing",NA,NA,"","6/24/24"
"p549","UTWM","str2",1,195,1,"MS","FS",19,24,"95",5,10,0,NA,"123",1,5,"window",NA,NA,"","6/24/24"
"p550","UTWM","str2",1,200,1,"MS","FS",7,6,"69",6,9,1,NA,"47",0,0,"",NA,NA,"","6/24/24"
"p551","UTWM","str2",1,198,1,"CR","FS",4,6,"45",5,9,1,NA,"36",3,5,"chewing",NA,NA,"","6/24/24"
"p552","UTWM","str2",1,199,1,"CR","FS",3,4,"33",5,9,1,NA,"42",2,5,"window",NA,NA,"","6/24/24"
"p553","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p554","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p555","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p556","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p557","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p558","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p559","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p560","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p561","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p562","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p563","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p564","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p565","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p566","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p567","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p568","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p569","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p570","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p571","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p572","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p573","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p574","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p575","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p576","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p577","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p578","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p579","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p580","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p581","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p582","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p583","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p584","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p585","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p586","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p587","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p588","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p589","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p590","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p591","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p592","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p593","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p594","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p595","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p596","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p597","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p598","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p599","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p600","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p601","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p602","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p603","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p604","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p605","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p606","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p607","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p608","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p609","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p610","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p611","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p612","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p613","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p614","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p615","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p616","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p617","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p618","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p619","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p620","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p621","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p622","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p623","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p624","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p625","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p626","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p627","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p628","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p629","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p630","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p631","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p632","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p633","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p634","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p635","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p636","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p637","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p638","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p639","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p640","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p641","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p642","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p643","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p644","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p645","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p646","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p647","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p648","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p649","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p650","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p651","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p652","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p653","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p654","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p655","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p656","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p657","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p658","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p659","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p660","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p661","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p662","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p663","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p664","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p665","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p666","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p667","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p668","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p669","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p670","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p671","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p672","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p673","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p674","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p675","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p676","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p677","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p678","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p679","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p680","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p681","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p682","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p683","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p684","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p685","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p686","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p687","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p688","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p689","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p690","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p691","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p692","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p693","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p694","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p695","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p696","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p697","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p698","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p699","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p700","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p701","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p702","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p703","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p704","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p705","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p706","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p707","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p708","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p709","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p710","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p711","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p712","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p713","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p714","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p715","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p716","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p717","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p718","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p719","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p720","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p721","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p722","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p723","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p724","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p725","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p726","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p727","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p728","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p729","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p730","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p731","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p732","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p733","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p734","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
"p735","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"",""
