"ID","Site","TRQ","Geno","GLS","SLA","Obs","Stg","FLN","FRN","INH","PL1","PL2","Nec","TCO","LFN","DLN","AvgPCD","herbType","y","x","L.R","date","H","W","FRL","PC","FLA","notes"
"p1163","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1164","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1165","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1166","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1167","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1168","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1169","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p117","SO","1.1",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"5",0,0,"",373,155,"L","6/20/24",1,0.8,"",NA,NA,"1 R to NW 1cm"
"p1170","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1171","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1172","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1173","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1174","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1175","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1176","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1177","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1178","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1179","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p118","SO","1.1",1,108,1,"KM","FS",6,8,"7.8",0.4,0.9,0,0,"31",1,5,"window",334,160.5,"L","6/20/24",38.2,2.7,"2.6",1,1,"old stalk"
"p1180","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1181","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1182","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1183","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1184","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1185","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1186","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1187","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1188","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1189","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p119","SO","1.1",NA,NA,NA,"CR","R",NA,NA,"",NA,NA,NA,NA,"7",1,5,"window",386,198,"L","6/20/24",2.1,1.9,"",NA,NA,"nail to the left of pla"
"p1190","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1191","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1192","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1193","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1194","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1195","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1196","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1197","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1198","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1199","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p120","SO","1.1",1,110,1,"CR","FS",15,10,"5.4",0.6,1,0,0,"68",2,5,"window",388,196,"L","6/20/24",54.2,6.9,"1.8",1,1,"6 old stalks"
"p1200","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1201","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1202","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1203","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1204","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1205","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1206","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1207","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1208","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1209","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p121","SO","1.1",1,109,1,"KM","FS",7,5,"3.1",0.5,0.9,0,0,"33",0,0,"",334,169,"L","6/20/24",24.2,3.7,"1.1",1,1,""
"p1210","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1211","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1212","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1213","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1214","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1215","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1216","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1217","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1218","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1219","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p122","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"15",0,0,"",924,23,"L","6/20/24",2.9,1.8,"",NA,NA,""
"p1220","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1221","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1222","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1223","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1224","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1225","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1226","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1227","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1228","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1229","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p123","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"",929,23,"L","6/20/24",2.7,2.1,"",NA,NA,""
"p1230","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1231","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1232","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1233","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1234","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1235","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1236","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1237","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1238","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1239","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p124","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"",938,21,"L","6/20/24",1.9,1.5,"",NA,NA,""
"p1240","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1241","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1242","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1243","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1244","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1245","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1246","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1247","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1248","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1249","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p125","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"13",0,0,"",940,24.5,"L","6/20/24",1.3,0.7,"",NA,NA,""
"p1250","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1251","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1252","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1253","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1254","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1255","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1256","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1257","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1258","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1259","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p126","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"14",0,0,"",929.5,5.38,"L","6/20/24",2.6,1.5,"",NA,NA,""
"p1260","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1261","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1262","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1263","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1264","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1265","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1266","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1267","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1268","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1269","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p127","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"17",0,0,"",934,39,"L","6/20/24",2.3,2.2,"",NA,NA,"in antennaria"
"p1270","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1271","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1272","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1273","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1274","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1275","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1276","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1277","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1278","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1279","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p128","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"18",0,0,"",938,40,"L","6/20/24",3.3,2,"",NA,NA,""
"p1280","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1281","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1282","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1283","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1284","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1285","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1286","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1287","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1288","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1289","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p129","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",927,56,"L","6/20/24",NA,NA,"",NA,NA,"very small unable to record"
"p1290","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1291","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1292","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1293","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1294","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1295","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1296","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1297","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1298","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1299","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p130","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",948,85.6,"L","6/20/24",NA,NA,"",NA,NA,"very small unable to record"
"p1300","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1301","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1302","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1303","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1304","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1305","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1306","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1307","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1308","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1309","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p131","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"20",0,0,"",952,94.5,"L","6/20/24",3.1,2.6,"",NA,NA,""
"p1310","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1311","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1312","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1313","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1314","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1315","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1316","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1317","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1318","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1319","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p132","SO","1.2",NA,NA,NA,"KM","R",NA,NA,"",NA,NA,NA,NA,"22",0,0,"",905,67.5,"L","6/20/24",4.2,3.2,"",NA,NA,"at base of transect tape kinda off"
"p1320","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1321","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1322","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1323","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1324","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1325","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1326","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1327","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1328","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
"p1329","","",NA,NA,NA,"","",NA,NA,"",NA,NA,NA,NA,"",NA,NA,"",NA,NA,"","",NA,NA,"",NA,NA,""
